title,authors,Image,description
Anatomy of a Liberal Victory,,https://livrescanadabooks.com/images/feed/9781551114835.jpg,"Making Sense of the Vote in the 2000 Canadian Election

Author/Illustrator/Editor: Andre Blais (CA), Neil Nevitte (CA), Elisabeth Gidengil (CA), Richard Nadeau (CA)

Anatomy of a Liberal Victory: Making Sense of the Vote in the 2000 Canadian Election provides a compressive account of the factors that led Canadians to vote the way they did in the Fall 2000 Canadian election, which resulted in a third consecutive Liberal majority government. The book explains the overall impact that these factors had on how well or poorly each of the parties did in the election. The authors address in particular the following questions: Why was turnout so low? What were Canadians’ perceptions of the economy and how much impact did these perceptions have on vote choice? What were voters’ opinions on the major issues of the day and did these opinions affect their decision on election day? What did voters think of the leaders and how much weight did these evaluations have on their choice?

The study is based on mass surveys, involving more than 3,000 respondents, conducted both during the campaign and after the election. It also draws on a detailed content analysis of the parties’ messages and nightly news broadcasts throughout the campaign and its aftermath.

Academics please note that this is a title classified as having a restricted allocation of complimentary copies; complimentary copies remain readily available to adopters and to academics very likely to adopt this title in the coming academic year. When adoption possibilities are less strong and/or further in the future, academics are requested to purchase the title at an academic discount, with the provison that University of Toronto Press will happily refund the purchase price (with or without a receipt) if the book is indeed adopted.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
05/01/2002	9781551114835	POLITICAL SCIENCE / Political Process / Elections		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$29.95	241"
Arming and Disarming,,https://livrescanadabooks.com/images/feed/9781442646391.jpg,"A History of Gun Control in Canada

Author/Illustrator/Editor: R. Blake Brown (CA), The Osgoode Society

From the École Polytechnique shootings of 1989 to the political controversy surrounding the elimination of the federal long-gun registry, the issue of gun control has been a subject of fierce debate in Canada. But in fact, firearm regulation has been a sharply contested issue in the country since Confederation. Arming and Disarming offers the first comprehensive history of gun control in Canada from the colonial period to the present.In this sweeping, immersive book, R. Blake Brown outlines efforts to regulate the use of guns by young people, punish the misuse of arms, impose licensing regimes, and create firearm registries. Brown also challenges many popular assumptions about Canadian history, suggesting that gun ownership was far from universal during much of the colonial period, and that many nineteenth century lawyers – including John A. Macdonald – believed in a limited right to bear arms.Arming and Disarming provides a careful exploration of how social, economic, cultural, legal, and constitutional concerns shaped gun legislation and its implementation, as well as how these factors defined Canada’s historical and contemporary ‘gun culture.’

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
10/23/2012	9781442646391	HISTORY / Canada / General		
Language	Format	Size	Price	Pages
English	Hardback	6.35 in x 9.3 in	C$70.00	376"
Articulating Dinosaurs,,https://livrescanadabooks.com/images/feed/9781442627055.jpg,"A Political Anthropology

Author/Illustrator/Editor: Brian Noble

In this remarkable interdisciplinary study, anthropologist Brian Noble traces how specimens and humans create dinosaurs together. He examines the resurrection of two of the most iconic and gendered dinosaurs: Tyrannosaurus rex, “king of the tyrant lizards,” and Maiasaura, “good mother lizard.” Noble places the political natures of these dinosaurs into high relief and raises vital questions about how our choices make a difference in what comes to count as “nature.”

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2016	9781442627055	SOC002010, SCI034000, NAT007000, SCI054000, SOC032000		World rights available
Language	Format	Size	Price	Pages
English	Paperback	6 x 9 in.	C$C$49.95	512"
Assisted Reproduction Policy in Canada,,https://livrescanadabooks.com/images/feed/9781487523190.jpg,"Framing, Federalism, and Failure

Author/Illustrator/Editor: Dave Snow

The world has undergone a revolution in assisted reproduction, as processes such as in vitro fertilization, embryonic screening, and surrogacy have become commonplace. Yet when governments attempt to regulate this field, they have not always been successful. Canada is a case in point: six years after the federal government created comprehensive legislation, the Supreme Court of Canada struck it down for violating provincial authority over health. In Assisted Reproduction Policy in Canada, Dave Snow provides the first historical exploration of Canadian assisted reproduction policy, from the 1989 creation of the Royal Commission on New Reproductive Technologies to the present day. Snow argues the federal government’s policy failure can be traced to its contradictory “policy framing,” which sent mixed messages about the purposes of the legislation.

In light of the federal government’s diminished role, Snow examines how other institutions have made policy in this emerging field. Snow finds provincial governments, medical organizations, and even courts have engaged in considerable policymaking, particularly with respect to surrogacy, parentage, and clinical intervention. The result—a complex field of overlapping and often conflicting policies—paints a fascinating portrait of different political actors and institutions working together. Accessibly written yet comprehensive in scope, Assisted Reproduction Policy in Canada highlights how paying attention to multiple policymakers can improve our knowledge of health care regulation.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2018	9781487523190			WORLD
Language	Format	Size	Price	Pages
English	Paperback / softback	5.90 x 8.90	C$29.95	200"
Autonomous State,,https://livrescanadabooks.com/images/feed/9781442612976.jpg,"The Epic Struggle for a Canadian Car Industry from OPEC to Free Trade

Author/Illustrator/Editor: Anastakis, Dimitry

Autonomous State provides the first detailed examination of the Canadian auto industry, the country’s most important economic sector, in the post-war period. In this engrossing book, Dimitry Anastakis chronicles the industry’s evolution from the 1973 OPEC embargo to the 1989 Canada–US Free Trade Agreement and looks at its effects on public policy, diplomacy, business enterprise, workers, consumers, and firms.

Using an immense array of archival sources, and interviews with some of the key actors in the events, Anastakis examines a fascinating array of topics in recent auto industry and Canadian business and economic history: the impact of new safety, emissions, and fuel economy regulations on the Canadian sector and consumers, the first Chrysler bailout of 1980, the curious life and death of the 1965 Canada-US auto pact, the ‘invasion’ of Japanese imports and transplant operations, and the end of aggressive auto policy-making with the coming of free trade.

More than just an examination of the auto industry, the book provides a rethinking of Canada’s tumultuous post-OPEC political and economic evolution, helping to explain the current tribulations of the global auto sector and Canada’s place within it.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20130219	9781442612976	BUS070020		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 x 9	C$39.95	568"
Back from the Brink,,https://livrescanadabooks.com/images/feed/9781442641921.jpg,"Lessons from the Canadian Asset-Backed Commercial Paper Crisis

Author/Illustrator/Editor: Paul Halpern, Caroline Cakebread, Christopher C. Nicholls, and Poonam Puri

“Back from the Brink is a must read book for all who are interested in understanding how the Canadian financial system functions in a time of stress.” – David Dodge, Senior Advisor, Bennett Jones LLP and former Governor of the Bank of Canada

Back from the Brink goes behind the scenes of the asset-backed commercial paper (ABCP) crisis to examine how a solution was reached and lessons learned that could prevent or mitigate future crises. The authors describe the roles played by the banks, major investors, rating agencies, and financial regulators in the crisis’s origins and conclusions. Back from the Brink holds important lessons for anyone interested in Canadian law, the future of complex investments, and Canada’s capital markets.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2016	9781442641921			
Language	Format	Size	Price	Pages
English	Hardback	6 x 9	C$35.95	264"
Biodiversity in Canada,,https://livrescanadabooks.com/images/feed/9781551112381.jpg,"Ecology, Ideas, and Action

Author/Illustrator/Editor: Stephen Bocking (CA)

Clearcut forests, endangered species, national parks, loss of crop varieties: in the last decade the common element of these varied concerns has become widely recognized. These are all biodiversity issues: they relate to the variety of life on Earth and our relationship with it. This relationship is now capturing the attention of activists, scientists, policymakers, and the public, from negotiations at the United Nations to concerns about the neighborhood park. Biodiversity issues raise many questions. How many species are there, and what do they need to survive? How have we learned what we know about biodiversity? What is its value? What policies are needed to protect it? Who participates in protecting biodiversity: governments, industry, activists? This book explores answers to these questions and, in doing so, shows how biodiversity, like other complex environmental issues, can only be understood through the insights provided by many perspecives. The authors contributing to this volume include scientists, historians, anthropologists, lawyers, political scientists, economists, and planners. Together, they provide an interdisciplinary perspective on biodiversity in Canada, especially usefol for undergraduate courses in environmental and natural resource studies, geography, and political science.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
01/01/2000	9781551112381	NATURE / Environmental Conservation & Protection		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$39.95	432"
Blood on the Hills,,https://livrescanadabooks.com/images/feed/9780802009807.jpg,"The Canadian Army in the Korean War

Author/Illustrator/Editor: Bercuson, David Jay

The Korean War represented a series of firsts for Canadian soldiers - their first military action under UN auspices, their first under U.S. corps and army command, their first in Asia as ground troops, and their first in which people at home initially ignored their efforts, and then forgot about them. David Bercuson evokes the tastes and smells, the frustrations, the unfamiliar terrain, the international complexities, and the heroism that made the Korean War an unforgettable experience for those who fought there.Caught by surprise with only a phantom army, the Canadian government in the summer of 1950 was forced by its major allies to promise a ground combat contribution to the UN effort to push back the Communist invasion of South Korea from the north. The Canadian Army Special Force, as the Korean contingent was first called, was hurriedly raised, trained, and sent to Korea, ill-prepared for a mountain war against a determined, well-armed enemy. Canadian soldiers fought bravely, often against impossible odds, to carry out their mission, but they were hindered by several factors - cautious UN Command strategy, poor British and Canadian defence doctrine, uneven leadership, and inadequate equipment and training. They did their duty, and more, in stopping Communist aggression in its tracks, but the Canadian army chose not to remember the lessons of Korea, even though that conflict, as a limited war, set the pattern for virtually all those that followed.Blood on the Hills is the first full, non-official history of the Canadian army’s operations in the Korean War. The book covers the period from the start of that war to the cease-fire in July 1953 and describes and analyses the mobilization of the Canadian contingent, its training, manning, and equipment, and its efforts in combat. David Bercuson focuses on the many consequences of the army’s unreadiness for combat in Korea and on the army’s lack of success in learning lessons from its experience in an active theatre of war.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20020430	9780802009807	HIS006000		
Language	Format	Size	Price	Pages
English	Hardback	6.72 x 9.82	C$45.95	288"
Boys and Girls in No Man’s Land,,https://livrescanadabooks.com/images/feed/9781442611238.jpg,"English-Canadian Children and the First World War

Author/Illustrator/Editor: Susan Fisher (CA)

Boys and Girls in No Man's Land examines how the First World War entered the lives and imaginations of Canadian children. Drawing on educational materials, textbooks, adventure tales, plays, and Sunday-school papers, this study explores the role of children in the nation's war effort.Susan R. Fisher also considers how the representation of the war has changed in Canadian children's literature. During the war, the conflict was invariably presented as noble and thrilling, but recent Canadian children's books paint a very different picture. What once was regarded a morally uplifting struggle, rich in lessons of service and sacrifice, is now presented as pointless slaughter. This shift in tone and content reveals profound changes in Canadian attitudes not only towards the First World War but also towards patriotism, duty, and the shaping of the moral citizen.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
04/09/2011	9781442611238	LITERARY CRITICISM / Books & Reading		
Language	Format	Size	Price	Pages
English	Paperback / softback	5.56 in x 8.57 in	C$29.95	296"
Breaking the Bargain,,https://livrescanadabooks.com/images/feed/9780802085917.jpg,"Public Servants, Ministers, and Parliament

Author/Illustrator/Editor: Donald Savoie

Canada’s machinery of government is out of joint. In Breaking the Bargain, Donald J. Savoie reveals how the traditional deal struck between politicians and career officials that underpins the workings of our national political and administrative process is today being challenged. He argues that the role of bureaucracy within the Canadian political machine has never been properly defined, that the relationship between elected and permanent government officials is increasingly problematic, and that the public service cannot function if it is expected to be both independent of, and subordinate to, elected officials.While the public service attempts to define its own political sphere, the House of Commons is also in flux: the prime minister and his close advisors wield ever more power, and cabinet no longer occupies the policy ground to which it is entitled. Ministers, who have traditionally been able to develop their own roles, have increasingly lost their autonomy. Federal departmental structures are crumbling, giving way to a new model that eschews boundaries in favour of sharing policy and program space with outsiders. The implications of this functional shift are profound, having a deep impact on how public policies are struck, how government operates, and, ultimately, the capacity for accountability.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
09/20/2003	9780802085917	POLITICAL SCIENCE / Public Affairs & Administration		
Language	Format	Size	Price	Pages
English	Paperback / softback	5.97 in x 8.99 in	C$41.95	336"
Canada,,https://livrescanadabooks.com/images/feed/9781442644656.jpg,"What It Is, What It Can Be

Author/Illustrator/Editor: Roger Martin (CA), James Milway (CA)

In this breathtaking coast-to-coast photographic panorama of Canada, Mike Grandmaison presents a portrait of a country whose seasons reflect the many moods of nature in all its glory. Whether it is the sight of an iceberg scudding the ocean along Newfoundlands coast, the ethereal autumn yellow expanse of prairie fields, or the melancholic beauty of a setting sun behind a mountain range, Grandmaisons photography captures the essence of a country where much of the wilderness remains untouched.Broadcaster Shelagh Rogers complements Grandmaisons work with an introduction that embraces Canada place which defies description.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
05/07/2012	9781442644656	BUSINESS & ECONOMICS / General		
Language	Format	Size	Price	Pages
English	Hardback	6.33 in x 9.4 in	C$35.00	232"
Canada and the United States,,https://livrescanadabooks.com/images/feed/9781551117126.jpg,"Differences that Count, Third Edition

Editor: David Thomas, Barbara Boyle Torrey

This thoroughly revised edition of Canada and the United States: Differences that Count continues to address, in a timely way, key institutions and policy areas, adding new chapters on welfare, race and public policy, values, demography, crime, the environment, conflict resolution, and federalism. Data sources for further research have also been included. As in the previous editions, the book does not assume that differences are increasing or decreasing or that one country is ""better"" than the other. In a straightforward and readable manner, the book looks at the Canadian way and the American way of doing things. From health care to crime (and punishment); from immigration to race and public policy; from tax regulations to the environment; from values to prime ministers and presidents there are as many differences as there are similarities in the way the two countries do things, and not infrequently it turns out that the similarities and differences are not as we have assumed them to be. In Canada and the United States: Differences that Count, Third Edition, leading authorities compare and contrast the Canadian and the American experiences. They do so in the hope of creating a better understanding of the similarities and differences so that policy-makers, students, and ordinary citizens in each of the two countries may learn from the experiences of the other.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
01/01/2008	9781551117126	POLITICAL SCIENCE / Government / Comparative		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.58 in x 9 in	C$46.95	434"
Canada’s Army,,https://livrescanadabooks.com/images/feed/9781442611788.jpg,"Waging War and Keeping the Peace, Second Edition

Author/Illustrator/Editor: J.L. Granatstein

The Militia Myth: Canadian Arms to Confederation
Making an Army: Beginnings
A Militia under Arms: Sam Hughes’s Army
Becoming Professional: Arthur Currie’s Army
Losing Professionalism: The Interwar Years
McNaughton’s Army: The Long Wait
Into Battle: Sicily and Italy, July 1943-June 1944
Into Battle: Northwest Europe and Italy, June 1944-May 1945
The Professional Army, 1945-1968
Professionalism under Siege, 1968-2001
Afghanistan and the Re-making of the Army
Conclusion: The Army and the Nation
Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
01/01/2011	9781442611788	HISTORY / Military / Canada		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.5 in x 9.47 in	C$39.95	688"
Canada’s Entrepreneurs,,https://livrescanadabooks.com/images/feed/9781442612860.jpg,"From The Fur Trade to the 1929 Stock Market Crash: Portraits from the Dictionary of Canadian Biography

Author/Illustrator/Editor: Andrew Smith (CA), Andrew Ross (CA)

Molson. Redpath. Desjardins. Labatt. Massey. Eaton. These names are as much a part of our national identity as our hockey teams and our literature, but few of us know much about the people behind them - the individuals who have energized this country&apos;s economic life for over four centuries, and whose entrepreneurialism has shaped the face of Canadian business as we know it.This captivating collection of biographies profiles Canada&apos;s most prominent and innovative business people from the early 1600s through the first quarter of the twentieth century. Beginning with an accessible overview of the rise of entrepreneurialism in Canada, it features portraits of 61 individuals organized thematically. Here, readers will meet a variety of seminal characters: the merchants of the first trading posts and the commercial empire of the St. Lawrence; the industrialists of the Maritimes, Central Canada, and the West; the railway builders and urban developers; and everyone in between.Bringing to the fore new Dictionary of Canadian Biography research on the rise of Canadian entrepreneurialism - one of the least explored yet most important themes in our history - this book showcases Canada&apos;s long-running tradition of business innovation and growth.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/23/2011	9781442612860	HISTORY / Canada / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.01 in x 9.01 in	C$39.95	528"
