isbn,title,authors,overview
9780127500317,Human Factors in Aviation (Cognition and Perception),"['Earl L. Wiener', 'David C. Nagel', 'Edward C. Carterette', 'Morton P. Friedman']","<b>Human Factors in Aviation</b>, written for the widespread aviation community--engineers, scientist, pilots, managers, government personnel, and others--is also be of interest to those in nonaviation fields. The authors/contributors were chosen not only as experts in their fields, but because they could write for a wider audience than they customarily address. The organization of the book takes the reader from the general to the specific, first covering broad issues, then the more specific topics of pilot performance, human factors in aircraft design, and vehicles and systems. The physiological and medical aspects are well documented also.                        <p><b>Audience:</b> Aviation professionals in military, government, private and commercial settings; graduate students and researchers in human factors psychology.</p>"
9780125641463,Microbes as tools for cell biology,['David G. Russell'],"<b>Microbes as Tools for Cell Biology</b> bridges the gap between cell biology and microbiology. This laboratory guide provides a microbial tool kit for biologists who wish to use microbes as probes for basic cellular functions. The volume is organized into three sections, covering essential information on culture and genetic manipulation of microbes, assays for pathogen-host recognition, and analysis of intracellular parasitism. Each chapter outlines practical procedures and describes the rationale behind their development. This volume should prove useful to anyone interested in the biology of infectious agents, or their exploitation as a new generation of cell biological reagents.<p>Key Features<br>* Introduction by renowned microbiologist Dr. Stanley Falkow<br>* Covers manipulation of pathogens, especially generation and selection of non-virulent phenotypes<br>* Guides researchers in the study of intracellular pathogenesis<br>* Describes microbial adherence and phagocytosis assays<br>* Focuses on protein trafficking in infected cells<br>* Well-illustrated with color plates, halftones, and diagrams</p>                        <p><b>Audience:</b> Researchers, students, and technicians in cell and developmental biology, microbiology, parasitology, immunology, biochemistry, pathology, genetics, and molecular biology.</p>"
9780120503407,Streams: Their Ecology And Life,"['Colbert E. Cushing', 'J. David Allan']","<b>Streams</b> is a handbook that combines a discussion of the ecology of streams and rivers, in layperson language, with an illustrated field guide of the plants and animals found in running waters of North America. Various illustrations and maps accompany the text. The authors are extremely well known--Cushing is the lead content provider for an <i>America On-Line</i> service provided through <i>Trout Unlimited</i> entitled ""Ask Dr. Cushing."" He is frequently asked the sorts of questions that are answered in this field guide. J. David Allan is the author of a well known textbook in <b>Aquatic Ecology</b>.

                        <p><b>Audience:</b> Anyone interested in natural history, freshwater ecologists, and anyone employed in federal and state jobs involving the environment (e.g. park and forest rangers).
</p>"
9780130895608,Advanced Java(tm) 2 Platform How To Program,"['Harvey M. Deitel', 'Paul J. Deitel', 'Sean E. Santry']","<b>The authoritative DEITEL<sup></sup> LIVE-CODE<sup></sup> guide to programming with the Java<sup></sup> 2 Enterprise (J2SE<sup></sup>), Standard (J2SE<sup></sup>) and Micro (J2ME<sup></sup>) Editions</b> <br>
<br>
 
<p>Java<sup></sup> has revolutionized application and enterprise-systems development. Using examples and case studies totaling almost <b>40,000 lines of code,</b> this exciting companion to <i>Java How to Program, 4/e</i> focuses on <b>J2EE</b>-based, enterprise-systems development, presents advanced <b>J2SE</b> concepts and introduces wireless/small-device programming with <b>J2ME.</b></p>
<p><b>Dr. Harvey M. Deitel</b> and <b>Paul J. Deitel</b> are the founders of <b>Deitel &amp; Associates, Inc.,</b> the internationally recognized corporate-training and content-creation organization specializing in Java<sup></sup>, C++, C, C#<sup></sup>, Visual Basic<sup>®</sup>, Visual C++<sup>®</sup>, .NET, XML<sup></sup>, Python, Perl, Internet, Web and object technologies. The Deitels are also the authors of the world's #1 C++ textbook—<b><i>C++ How to Program, 3/e</i></b>-and many other best sellers.</p>
<p>In <b><i>Advanced Java 2 Platform How to Program,</i></b> the Deitels and their colleague <b>Sean E. Santry</b> discuss the topics you need to build Java-based enterprise systems, including:</p>
<ul>
<li>J2EE<sup></sup>/J2SE<sup></sup>/J2ME<sup></sup></li>
<li>EJB<sup></sup>/JDBC<sup></sup>/JTS/JMS/JavaBeans<sup></sup></li>
<li>Jini<sup></sup>/JavaSpaces<sup></sup>/Jiro<sup></sup>/JMX</li>
<li>Servlets/JSP<sup></sup>/WAP/WML</li>
<li>RMI/CORBA/RMI over IIOP</li>
<li>XML/DTD/DOM/XSLT</li>
<li>Secure Sockets/Digital Signatures/JCE/JAAS</li>
<li>Advanced Swing/Drag and Drop/MVC</li>
<li>Graphics/Java 2D<sup></sup>/Java 3D<sup></sup></li>
<li>Application Servers/Design Patterns</li>
<li>Peer to Peer/Web Services with SOAP</li>
<li>Internationalization/Accessibility/JNI/JCP</li>
</ul>
<p><b><i>Advanced Java 2 Platform How to Program</i></b> includes extensive pedagogic features:</p>
<ul>
<li>Numerous LIVE-CODE<sup></sup> programs with screen captures that show exact outputs</li>
<li>Extensive World, Wide Web and Internet resources to encourage further research</li>
<li>Tips, recommended practices and cautions—all marked with icons</li>
</ul>
<p><b><i>Advanced Java 2 Platform How to Program</i></b> is the centerpiece of a family of resources for teaching and learning advanced Java 2 Platform programming, including Web sites () that includes resources for instructors and students. For instructors, the Web site has a <i>Syllabus Manager</i> for course planning, links to the PowerPoint slides and reference materials from the appendices of the book (such as the character sets and Web resources). For students, the Web site provides chapter objectives, true/false exercises with instant feedback, chapter highlights and reference materials. <b>NOTE: Please do not write to us requesting the instructor's manual. Distribution of this publication is strictly limited to college professors teaching from the book. Instructors may obtain the solutions manual only from their regular Prentice Hall representatives. We regret that we cannot provide the solutions to professionals.</b></p>"
9780071600330,How To Pay Zero Taxes 2009,['Jeff Schnepper'],"<b>The best advice in tax savings for 25 years!</b>
<p>“If there’s a tax break allowed out there, it’s in here.” <i>—New York Daily News</i></p>
<p>Completely up to date for 2009, this tax guide focuses<br>
<br>
on saving money on taxes, not on filling out forms.<br>
<br>
From converting personal expenses into business<br>
<br>
expenses to avoiding or surviving an IRS audit, <i>How to<br>
<br>
Pay Zero Taxes, 2009 Edition</i>, comprehensively covers<br>
<br>
more deductions than any other tax book, all conveniently<br>
<br>
organized in six fast-access categories: exclusions,<br>
<br>
credits, “above-the-line” deductions, “below-the-line”<br>
<br>
deductions, traditional tax shelters, and supertax<br>
<br>
shelters.</p>
<p><b>Jeff A. Schnepper</b> is the author of several<br>
<br>
books on finance and taxation, including <i>How to Pay Zero<br>
<br>
Estate Taxes</i> and all twenty-five previous editions of <i>How to Pay Zero Taxes</i>. He is a financial, tax, and legal advisor to the Transamerica sales force and runs a full-time accounting and legal practice in Cherry Hill, New Jersey. Mr. Schnepper is Microsoft’s MSN MONEY tax expert, an economics editor for <i>USA Today</i> and is tax counsel for Haran, Watson &amp; Company. </p>"
9780064409599,Love That Dog,['Sharon Creech'],"<blockquote>
<center>Jack
<p>Room 105 — Miss Stretchberry</p>
<p>September 13</p>
</center>
<p>I don't want to because boys don't write poetry.</p>
<p>Girls do.</p>
</blockquote>
Meet Jack, who tells his story with a little help from some paper, a pencil, his teacher, and a dog named Sky.

                        <p>A young student, who comes to love poetry through a personal understanding of what different famous poems mean to him, surprises himself by writing his own inspired poem.
</p>"
9780061997167,The Pioneer Woman: Black Heels To Tractor Wheels--a Love Story,['Ree Drummond'],"<blockquote>
<p>""That's when I saw him—the cowboy—across the smoky room.""</p>
</blockquote>
<p>I'll never forget that night. It was like a romance novel, an old Broadway musical, and a John Wayne western rolled into one. Out for a quick drink with friends, I wasn't looking to meet anyone, let alone a tall, rugged cowboy who lived on a cattle ranch miles away from my cultured, corporate hometown. But before I knew it, I'd been struck with a lightning bolt . . . and I was completely powerless to stop it.</p>
<p>Read along as I recount the rip-roaring details of my unlikely romance with a chaps-wearing cowboy, from the early days of our courtship (complete with cows, horses, prairie fire, and passion) all the way through the first year of our marriage, which would be filled with more challenge and strife—and manure—than I ever could have expected.</p>
<p>This isn't just my love story; it's a universal tale of passion, romance, and all-encompassing love that sweeps us off our feet.</p>
<p>It's the story of a cowboy.</p>
<p>And Wranglers.</p>
<p>And chaps.</p>
<p>And the girl who fell in love with them.</p>"
9780062018960,Crown Of Crystal Flame (tairen Soul),['C. L. Wilson'],"<blockquote>
<p>A Song of Love won her heart.<br>
A Song of Darkness haunted her soul.<br>
A Song in the Dance would seal her fate.</p>
</blockquote>
<p>Seers had long foreseen an extraordinary destiny for Ellysetta Baristani. Already she had won the heart of the Fey King—the magnificent Rain, ever her ally, eternally her love. She had saved the offspring of the magical tairen and fought beside her legendary mate against the armies of Eld. But the most powerful—and dangerous—Verse of her Song had yet to be sung. As the final battle draws nigh and evil tightens its grip upon her soul—will Ellysetta secure the world for Light or plunge it into Darkness for all eternity? As she and Rain fight for each other, side by side, will they find a way to complete their truemate bond and defeat the evil High Mage of Eld before it's too late, or must they make the ultimate sacrifice to save their world?</p>"
9780061997648,The Headhunter's Daughter: A Mystery (belgian Congo Mystery),['Tamar Myers'],"<blockquote>
<p>From Tamar Myers, author of <b>The Witch Doctor's Wife</b>, comes a spellbinding tale of equatorial Africa and a child torn dangerously between two worlds.</p>
</blockquote>
<p>In 1945, an infant left inadvertently to die in the jungles of the Belgian Congo is discovered by a young Bashilele tribesman on a mission to claim the head of an enemy. Recognized as human—despite her pale white skin and strange blue eyes—the baby is brought into the tribe and raised as its own. Thirteen years later, the girl—now called ""Ugly Eyes""—will find herself at the center of a controversy that will rock two separate societies.</p>
<p>Young missionary Amanda Brown hears the incredible stories of a white girl living among the Bashilele headhunters. In the company of the local police chief, Captain Pierre Jardin, and with the witch doctor's wife, the quick-witted Cripple, along as translator, Amanda heads into the wild hoping to bring the lost girl back to ""civilization."" But Ugly Eyes no longer belongs in their world—and the secrets surrounding her birth and disappearance are placing them all in far graver peril than anyone ever imagined.</p>"
9780062082299,Kate: The Making Of A Princess,['Claudia Joseph'],"<blockquote>
<p>Kate Middleton is the girl everyone wants to be.</p>
</blockquote>
<p>Catherine Elizabeth ""Kate"" Middleton is living a perfect Cinderella fairy tale. She is engaged to Britain's most desirable bachelor—and now she's the future queen of England!</p>
<p>Academically gifted and sophisticated beyond her years, this dark-haired beauty possesses the natural poise and impeccable breeding necessary for the wife-to-be of the heir to the throne. She has charmed Prince William and his circle and captivated the entire House of Windsor. Yet there is a history behind her polished veneer that would surprise any royal court observer—an extraordinary, inspiring, and deeply moving tale of an impoverished working-class family that overcame deprivation and adversity to rise to the upper echelons of British society.</p>
<p>Based on exclusive and intimate interviews with Kate's closest friends and relatives, and illustrated throughout with photographs, many published here for the very first time, Claudia Joseph's <b>Kate: The Making of a Princess</b> is a fascinating portrait of the extraordinary young woman who will be queen—and the story of a family's remarkable journey from the mining villages of Durham to an apartment in the royal residence of Clarence House.</p>"
9780061990793,"Something Old, Something New: A Blessings Novel (blessings Series)",['Beverly Jenkins'],"<blockquote>
<p>The citizens of Henry Adams are starting to take bets—will Lily Fontaine and Trent July finally tie the knot?</p>
</blockquote>
<p>All they want is a nice, simple wedding, but their well-meaning neighbors are turning the no-fuss affair into the event of the decade. Bernadine, the town's fairy godmother, wants Lily to have a storybook wedding fit for a princess, and Lily's nine-year-old foster son is campaigning to be town preacher so he can officiate at the ceremony. Trouble multiplies when Trent is called on to help a new family move to town, not to mention Lily and Trent's task of blending their families together.</p>
<p>With the bustle of the tight-knit, and often tightly wound, friends and family pushing them to the breaking point, the couple begins to wish they'd eloped. But, as they'll soon be reminded, happiness in Henry Adams is meant to be shared.</p>"
9780061987465,Tatiana And Alexander (the Bronze Horseman),['Paullina Simons'],"<blockquote>
<p>The epic saga of love and war continues—the heart-stopping sequel to Paullina Simons's beloved international bestseller <b>The Bronze Horseman</b>.</p>
</blockquote>
<p>Tatiana is eighteen years old, pregnant, and widowed when she escapes war-torn Leningrad to find a new life in America. But the ghosts of her past do not rest easily. She becomes consumed by the belief that her husband, Red Army officer Alexander Belov, is still alive and needs her desperately.</p>
<p>Meanwhile, oceans and continents away in the Soviet Union, Alexander barely escapes execution, and is forced to lead a battalion of soldiers considered expendable by the Soviet high command. Yet Alexander is determined to take his men through the ruins of Europe in one last desperate bid to escape Stalin's death machine and somehow find his way to Tatiana once again.</p>"
9780062004161,The White Horse Trick (new Policeman Trilogy),['Kate Thompson'],"<blockquote>
<p>The world is drowning.</p>
</blockquote>
<p>Freak storms and devastating hurricanes sweep across the countryside. No one has enough food or firewood—electricity is an option only for the tyrannical Commander—and then the Commander begins stealing young children away. Pup's little brother is one of the missing.</p>
<p>Determined to save his brother, Pup confronts the Commander and finds himself “volunteered” for a special force. One that will slip through the barriers of time into a land where the sun never sets . . . just as another boy from Kinvara did long ago. With the future of both realms at stake, the fairies and humans must take drastic measures to stop the destruction. But not everyone wants the human race to survive. . . .</p>
<p>The thrilling conclusion to the story that began in the acclaimed <b>The New Policeman</b>.</p>"
9780062020611,"The Caregiver: Families Of Honor, Book One",['Shelley Shepard Gray'],"<blockquote>
<p>Two lives converge one stormy night on a train headed to cleveland</p>
</blockquote>
<p>Lucy is traveling by herself via train to Jacob's Crossing to help care for her cousin Mattie, recently diagnosed with breast cancer. Trying to overcome the sudden death of her husband, she's glad to get away and focus on someone else for a while.</p>
<p>The only other Amish people on the train are Calvin Weaver and his little sister, Katie. When their train breaks down outside of Cleveland, Calvin and Lucy band together to face the outside world. But Calvin also carries the weight of past hurts. When an altercation brings both their wounds to light, they question whether they can trust each other.</p>
<p>Once in Jacob's Crossing, Lucy is occupied with caring for Mattie, while Calvin does his best to run his family's farm. But they can't stop thinking about those special hours spent together. Will the bond they formed last? And will Lucy and Calvin be able to put away the pain in their pasts to recognize the happiness that is suddenly in their grasp?</p>"
9780064408363,Don't Know Much About American History (don't Know Much About.(paperback)),['Kenneth C Davis'],"<blockquote>
<p>Was Columbus the first European in the Americas?</p>
<p>What sport became more popular after the Civil War?</p>
<p>Were the Little Rock Nine a rock-and-roll band?</p>
</blockquote>
<p>As best-selling author Kenneth C. Davis knows, history can be fun, fascinating, and memorable. When his don't know much about® history was published in 1990, it was a sensation. The book delivered a fresh take on history with its wit and unusual detail. Davis now does for young people what his earlier book did for adults. In his trademark question-and-answer style — peppered with surprising facts, historic reproductions, and Matt Faulkner's lively illustrations — Davis introduces our ancestors who settled the East and expanded the West, as well as those who had been living here all along. His sure touch brings the drama and excitement of the American story vividly to life.</p>


                        <p>Presents, in question and answer format, a history of the United States from the exploration of Christopher Columbus to the terrorist attacks of September 11, 2001.
</p>"
9780061996863,"True Whit: Designing A Life Of Style, Beauty, And Fun",['Whitney Port'],"<blockquote>
<p>Whitney Port shares personal stories, beauty and fitness secrets, and tried-and-true advice on everything girls need to know to start their lives out with style</p>
</blockquote>
<p>Fashion trendsetter, MTV reality star, and clothing designer Whitney Port learned to navigate her new independent life in New York with grace, style, and a sense of humor. From backstabbing coworkers and bitchy bosses to long-distance boyfriends and a daring new career in fashion, Whitney managed to handle it all. Intimate and honest, Whitney opens up about everything from fashion and beauty to romance and careers. She dishes on: her experiences working at <b>Teen Vogue</b>, People's Revolution, and Diane von Furstenberg; finding love and trying to make it work; and life in front of the cameras.</p>
<p>Whitney shares her unique style philosophy, including when to break the rules, her family's influence on her sense of style, and her perfect outfits for any occasion—from meeting your guy's parents to wowing an interviewer for a job. Whitney also details what young women <b>really</b> want to know, like what to eat when the mid-afternoon munchies strike, how to throw an impromptu party, and how to hide a hangover.</p>
<p>With hundreds of photos and chock-full of must-have lists and style favorites, this colorful scrapbook features pics from Whitney's personal photo albums and from major moments in her life, including on the runway, at her private birthday bash, and out on the town with friends. And for the first time, Whitney shares the true reality of an emerging fashion designer, highlighting her creative process, sketches, and fabrics.</p>
<p>Through personal stories and private snapshots, fans will get to see a side of her that the cameras don't capture. This is Whitney Port revealed.</p>"
9780130281876,"Real-world Linux Security: Intrusion, Prevention, Detection,and Recovery","['Toxen, Bob.']","<blockquote>""You have in your hands a book I've been waiting to read for years-a practical, hands-on guide to hardening your Linux system.""</blockquote>
<p class=""null1"">—From the foreword by Eric S. Raymond</p>
<ul>
<li>Secure your system, detect an attack, track the cracker, and recover quickly</li>
<li>Learn the gory details of securing Web servers and Sendmail</li>
<li>Explore e-commerce issues, Trojan Horses, GPG and more</li>
<li>Step-by-step guide to installing and using key security tools</li>
</ul>
<blockquote>""A comprehensive guide to system security-covers everything from hardening a system to system-recovery after an attack. ""</blockquote>
<p class=""null1"">—Steve Bourne, Creator of the Bourne Shell</p>
<p>Your enemy is coming—are you ready?</p>
<p>It's not a question of ""if"" but ""when."" Will you be ready to protect your system when a cracker comes to call? <i>Real World Linux Security</i> goes beyond the books that merely detail system vulnerabilities; it offers system administrators practical solutions for safeguarding Linux systems and actively responding to break-in attempts. Veteran Bob Toxen shows you how to know your enemies and stop them at the front gate, before they can damage your system.</p>
<p>The hands-on guide to protecting your Linux data—and yourself</p>
<ul>
<li>7 ""deadly sins of Linux security""</li>
<li>Set up effective firewalls</li>
<li>Break-in case studies</li>
<li>Develop internal security policies</li>
<li>Block spam</li>
<li>Recover quickly from an intrusion</li>
</ul>
<h4>About the CD-ROM</h4>
<p>The accompanying CD contains original software that locks out crackers and alerts system administrators. Inaddition, it includes programs that monitor system health and report suspicious activities, detect network sniffers, and speed backup and recovery.</p>
<h4>About the Author</h4>
<p>Bob Toxen has 26 years of UNIX/Linux experience, and is one of the 168 recognized developers of Berkeley UNIX. He learned about security as a student at UC Berkeley, when he played for ""the other team,"" successfully cracking several of the original UNIX systems there. He is president of Fly-By-Day Consulting, specializing in Linux security, client/server creation, system administration, porting, and C programming.</p>
<h4>Technical Reviewers</h4>
<ul>
<li>Kurt Seifried, Sr. Analyst, SecurityPortal</li>
<li>Dr. Indira Moyer, Consultant</li>
<li>Larry Gee, Architect, ApplianceWare</li>
<li>Michael Warfield, Sr. Wizard X-Force, Internet Security Systems</li>
<li>Stephen Friedl, Consultant</li>
<li>Mike O'Shaughnessy, Quarry Technologies</li>
</ul>"
