isbn,title,authors,overview
9781933392745,Composting: An Easy Household Guide (chelsea Green Guides),['Nicky Scott'],"<br>
<b>COMPOSTING: AN EASY HOUSEHOLD GUIDE THE CHELSEA GREEN GUIDES--A NEW SERIES OF POCKET-SIZED BOOKS TO HELP SAVE THE EARTH!</b><br>
Did you know that up to two-thirds of most household trash can be composted? That composting reduces the need for more landfills? Composting is fun and easy! And you can make compost even if you live in an apartment and don't have access to a garden. This book provides all the information you need for successful composting--a satisfying way to live lightly on Earth. Also available:<br>
<b>WATER: USE LESS--SAVE MORE ENERGY: USE LESS--SAVE MORE REDUCE, REUSE, RECYCLE: AN EASY HOUSEHOLD GUIDE</b>"
9781931498791,"Edible Forest Gardens, Vol. 1: Ecological Vision And Theory For Temperate Climate Permaculture","['Dave Jacke', 'Eric Toensmeier']","<br>
<i>Edible Forest Gardens</i> is a groundbreaking two-volume work that spells out and explores the key concepts of forest ecology and applies them to the needs of natural gardeners in temperate climates. Volume I lays out the vision of the forest garden and explains the basic ecological principles that make it work. In Volume II, Dave Jacke and Eric Toensmeier move on to practical considerations:concrete ways to design, establish, and maintain your own forest garden. Along the way they present case studies and examples, as well as tables, illustrations, and a uniquely valuable ""plant matrix"" that lists hundreds of the best edible and useful species.<br>
Taken together, the two volumes of <i>Edible Forest Gardens</i> offer an advanced course in ecological gardening--one that will forever change the way you look at plants and your environment."
9781933392899,Renewing America's Food Traditions: Saving And Savoring The Continent's Most Endangered Foods,['Gary Paul Nabhan'],"<br>
<i>Renewing America's Food Traditions</i> is a beautifully illustrated dramatic call to recognize, celebrate, and conserve the great diversity of foods that gives North America its distinctive culinary identity that reflects our multicultural heritage. It offers us rich natural and cultural histories as well as recipes and folk traditions associated with the rarest food plants and animals in North America. In doing so, it reminds us that what we choose to eat can either conserve or deplete the cornucopia of our continent.
<p>While offering a eulogy to a once-common game food that has gone extinct--the passenger pigeon--the book doesn't dwell on tragic losses. Instead, it highlights the success stories of food recovery, habitat restoration, and market revitalization that chefs, farmers, ranchers, fishermen, and foresters have recently achieved. Through such ""food parables,"" editor Gary Paul Nabhan and his colleagues build a persuasive argument for eater-based conservation.</p>
<p>In addition, this book offers the first-ever list of foods at risk in America (more than a thousand), shows how all of us can personally support and participate in such recoveries, and lists food festivals held across the continent to honor and enjoy some of the country's most iconic foods, from crab cakes to maple syrup and filé gumbo. Organized by ""food nations"" named for the ecological and cultural keystone foods of each region--Salmon Nation, Bison Nation, Chile Pepper Nation, among others--this book offers an altogether fresh perspective on the culinary traditions of North America.</p>"
9781933392370,The Rammed Earth House,['David Easton'],"<br>
<i>The Rammed Earth House</i> is an eye-opening example of how the most dramatic innovations in home design and construction frequently have their origins in the distant past. By rediscovering the most ancient of all building materials —earth—forward-thinking homebuilders can now create structures that set new standards for beauty, durability, and efficient use of natural resources.
<p>Rammed earth construction is a step forward into a sustainable future, when homes will combine pleasing aesthetics and intense practicality with a powerful sense of place. Rammed earth homes are built entirely on-site, using basic elements—earth, water, and a little cement. The solid masonry walls permit design flexibility while providing year-round comfort and minimal use of energy. The builder and resident of a rammed earth house will experience the deep satisfaction of creating permanence in a world dominated by the disposable.</p>"
9781933392110,The Revolution Will Not Be Microwaved: Inside America's Underground Food Movements,['Sandor Ellix Katz'],"<br>
An instant classic for a new generation of monkey-wrenching food activists. Food in America is cheap and abundant, yet the vast majority of it is diminished in terms of flavor and nutrition, anonymous and mysterious after being shipped thousands of miles and passing through inscrutable supply chains, and controlled by multinational corporations. In our system of globalized food commodities, convenience replaces quality and a connection to the source of our food. Most of us know almost nothing about how our food is grown or produced, where it comes from, and what health value it really has. It is food as pure corporate commodity. We all deserve much better than that. 
<p>In <i>The Revolution Will Not Be Microwaved</i>, author Sandor Ellix Katz (<i>Wild Fermentation</i>, Chelsea Green 2003) profiles grassroots activists who are taking on Big Food, creating meaningful alternatives, and challenging the way many Americans think about food. From community-supported local farmers, community gardeners, and seed saving activists, to underground distribution networks of contraband foods and food resources rescued from the waste stream, this book shows how ordinary people can resist the dominant system, revive community-based food production, and take direct responsibility for their own health and nutrition.</p>"
9781933693965,Which Side Are You On?: The Story Of A Song,['George Ella Lyon'],"<br>
Come all you poor workers Good news to you I’ll tell Of how the good old union Has come in here to dwell.
<p>Which side are you on?<br>
Which side are you on?<br>
</p>"
9781931498579,The Culture Of Make Believe,['Derrick Jensen'],"<br>
Derrick Jensen takes no prisoners in <i>The Culture of Make Believe</i>, his brilliant and eagerly awaited follow-up to his powerful and lyrical <i>A Language Older Than Words</i>. What begins as an exploration of the lines of thought and experience that run between the massive lynchings in early twentieth-century America to today's death squads in South America soon explodes into an examination of the very heart of our civilization. <i>The Culture of Make Believe</i> is a book that is as impeccably researched as it is moving, with conclusions as far-reaching as they are shocking."
9781931499897,Knit Kimono,['Vicki Square'],"<br>
From casual to formal, the kimono shape has endured for centuries as an internationally recognized icon of Japanese life and culture. With 18 original designs, each a knitted interpretation of a traditional kimono style, this handbook makes knitting homemade kimonos deceptively easy. Projects are based on rectangular forms that require very little shaping, and are ideal first-garment projects for knitters wanting to venture beyond scarves. Clever details in stitch patterns and edgings, such as the use of&nbsp;silk, linen, and bamboo yarns, add sophistication and elegance to even the simplest designs. The flattering drape and luxurious style of the kimono will appeal to veteran and beginning knitters alike.&nbsp; <br>"
9781931498647,Guantanamo: What The World Should Know,"['Michael Ratner', 'Ellen Ray', 'Anthony Lewis']","<br>
In the months following its initial release, <i>Guant¡namo: What the World Should Know</i> has proved to be a disturbingly accurate account of the Bush administration's tangle with civil liberties and torture. Written by Michael Ratner (Center for Constitutional Rights President and co-consul on the case of Rasul v. Bush)and Ellen Ray (Institute for Media Analysis President), <i>Guantanamo</i> is the most authoritative documentation to date on President Bush's moves toward a network of detention centers--a system without accountability, which flouts U.S. and international law.<br>
With a resource section that includes the Gonzales memo to President Bush and excerpts from the Geneva Conventions, <i>Guantanamo</i> provides strong evidence of Ratner explains how Gonzales and the Bush Administration are acting to radically alter America's historic commitment to civil and human rights, and why all Americans should resist what is being done in our name.<br>
Gathered together for the first time, <i>Guant¡namo: What the World Should Know</i> includes the governmental memorandum that led to the conditions at the Naval Station at Guantanamo Bay, Abu Ghraib and beyond.<br>
Ratner and Ray give the definitive account of what led to the current conditions at Guant¡namo and the importance of continuing to fight against the violations of U.S. and international law undertaken by the United States since 9-11. This book is a must-read for anyone concerned with the rule of law, liberty, democracy--and the right to dissent."
9781933392127,The Citizen-powered Energy Handbook: Community Solutions To A Global Crisis,"['Pahl, Greg.']","<br>
In the wake of Hurricane Katrina, Al Gore's summer blockbuster <i>An Inconvenient Truth</i>, and crude oil prices soaring to all-time highs, more people than ever know the truth about our oil addiction. Global warming is here. M. King Hubbert's oil peak is fast approaching (or may already have arrived). The secret's out: fossil fuel reserves are dwindling and popular interest has created the need for accessible, realistic solutions. <em>The Citizen-Powered Energy Handbook</em>, a clear-eyed view of the critical situation we face, offers ways out. Greg Pahl examines energy technologies currently available and homes in on renewable energy strategies that can be adopted by individuals and communities. Such cooperative initiatives have been common in Europe for years and are beginning to gain a foothold in the US. Each chapter focuses on a different renewable energy category--solar, wind, water, biomass, liquid biofuels, and geothermal--then reviews their advantages and disadvantages and desccribes numerous examples of successful, proven local initiatives. <em>The Citizen-Powered Energy Handbook</em> is an eloquent appeal for community and regional action to initiate an array of solutions to energy needs until now controlled by large, distant utilities and consortiums. It is time to take back control of the energy and environmental challenges ahead; this book will help people do just that. It is a handbook for anyone ready to take the first steps towards a more sustainable future."
9781933392134,The Holistic Orchard: Tree Fruits And Berries The Biological Way,['Michael Phillips'],"<br>
Many people want to grow fruit on a small scale but lack the insight to be successful orchardists. Growing tree fruits and berries is something virtually anyone with space and passionate desire can do - given wise guidance and a personal commitment to observe the teachings of the trees. A holistic grower knows that producing fruit is not about manipulating nature but more importantly, fostering nature. Orcharding then becomes a fascinating adventure sure to provide your family with all sorts of mouth-watering fruit.
<p><i>The Holistic Orchard</i> demystifies the basic skills everybody should know about the inner-workings of the orchard ecosystem, as well as orchard design, soil biology, and organic health management. Detailed insights on grafting, planting, pruning, and choosing the right varieties for your climate are also included, along with a step-by-step instructional calendar to guide growers through the entire orchard year. The extensive profiles of pome fruits (apples, pears, asian pears, quinces), stone fruits (cherries, peaches, nectarines, apricots, plums), and berries (raspberries, blackberries, blueberries, gooseberries, currants, and elderberries) will quickly have you savoring the prospects.</p>
<p>Phillips completely changed the conversation about healthy orcharding with his first bestselling book, <i>The Apple Grower</i>, and now he takes that dialogue even further, drawing connections between home orcharding and permaculture; the importance of native pollinators; the world of understory plantings with shade-tolerant berry bushes and other insectary plants; detailed information on cover crops and biodiversity; and the newest research on safe, homegrown solutions to pest and disease challenges.</p>
<p>All along the way, Phillips' expertise and enthusiasm for healthy growing shines through, as does his ability to put the usual horticultural facts into an integrated ecology perspective. This book will inspire beginners as well as provide deeper answers for experienced fruit growers looking for scientific organic approaches. Exciting times lie ahead for those who now have every reason in the world to confidently plant that very first fruit tree!</p>"
9781931498401,"Perennial Vegetables: From Artichoke To Zuiki Taro, A Gardener's Guide To Over 100 Delicious, Easy-to-grow Edibles",['Eric Toensmeier'],"<br>
There is a fantastic array of vegetables you can grow in your garden, and not all of them are annuals. In <i>Perennial Vegetables</i> the adventurous gardener will find information, tips, and sound advice on less common edibles that will make any garden a perpetual, low-maintenance source of food.
<p>Imagine growing vegetables that require just about the same amount of care as the flowers in your perennial beds and borders—no annual tilling and potting and planting. They thrive and produce abundant and nutritious crops throughout the season. It sounds too good to be true, but in <i>Perennial Vegetables</i> author and plant specialist Eric Toensmeier (<i>Edible Forest Gardens</i>) introduces gardeners to a world of little-known and wholly underappreciated plants. Ranging beyond the usual suspects (asparagus, rhubarb, and artichoke) to include such ""minor"" crops as ground cherry and ramps (both of which have found their way onto exclusive restaurant menus) and the much sought after, anti-oxidant-rich wolfberry (also known as goji berries), Toensmeier explains how to raise, tend, harvest, and cook with plants that yield great crops and satisfaction.</p>
<p>Perennial vegetables are perfect as part of an edible landscape plan or permaculture garden. Profiling more than 100 species, illustrated with dozens of color photographs and illustrations, and filled with valuable growing tips, recipes, and resources, <i>Perennial Vegetables</i> is a groundbreaking and ground-healing book that will open the eyes of gardeners everywhere to the exciting world of edible perennials.</p>"
9781931498777,American Farmstead Cheese: The Complete Guide To Making And Selling Artisan Cheeses,"['Paul Kindstedt', 'Vermont Cheese Council']","<br>
This comprehensive guide to farmstead cheese explains the diversity of cheeses in terms of historical animal husbandry, pastures, climate, preservation, and transport-all of which still contribute to the uniqueness of farm cheeses today. Discover the composition of milk (and its seasonal variations), starter cultures, and the chemistry of cheese. The book includes:<br>
<ul class=""noindent"">
<li>A fully illustrated guide to basic cheesemaking</li>
<li>Discussions on the effects of calcium, pH, salt, and moisture on the process</li>
<li>Ways to ensure safety and quality through sampling and risk reduction</li>
<li>Methods for analyzing the resulting composition</li>
<li class=""null1""><br>
... The Vermont Cheese Council is a nonprofit organization whose support of more than dozen Vermont cheesemakers contributes to a vision for continued agricultural practices and the preservation of Vermont's rural landscape. For those who want to quit their boring jobs and do something that will make their lives meaningful, here's the book. Paul Kindstedt must be considered an American treasure. Of all the books in my possession, this one is now the most important.</li>
</ul>"
9781933392622,The Carbon-free Home: 36 Remodeling Projects To Help Kick The Fossil-fuel Habit,['Stephen & Rebekah Hren'],"<br>
You've read the stories and watched the documentaries. So you're convinced--burning fossil fuels leads to global climate change; supplies of fossil fuels are diminishing in quantity and increasing in price. You've fretted and worried, but still go through your day consuming some quantity of non-renewable fossil fuels to accomplish nearly every task (and you may not even realize it). You want to do something besides worry but you are unsure where to begin.
<p>Read this book--then grab your handsaw, tape measure, and drill, and get started! A life powered by the sun is waiting for you. Meant as a guide for renovating existing homes, this book gives you the hands-on knowledge necessary to kick the fossil fuel habit, with projects small and large listed by skill, time, cost, and energy saved. For every aspect of your life currently powered by fossil fuels, we offer alternatives you can accomplish yourself to get started using renewable and sustainable sources of power.</p>
<p>Inspired by their own determination to wean themselves completely from fossil fuels, Rebekah and Stephen Hren provide a map for others interested in the path to producing all their own energy and living a fossil fuel-free life. It shows first how to reduce energy consumption as much as possible, then how to retrofit an existing home in order to obtain all heating and cooling, all cooking and refrigeration, and all hot water and electricity from renewable sources. The Hrens also provide advice on renewable methods of transportation and home gardening, as poor choices about food and mobility often negate hard-won gains in the home. Like many today, the Hrens felt they had a moral obligation to mitigate humankind's contribution to the ravages of pollution, including global warming as a result of fossil fuel addiction. In this book, the Hrens offer practical approaches that fit into anyone's budget, and can be done over time as a way to wean oneself from fossil fuel dependency.</p>"
9781931498913,The Apple Grower: Guide for the Organic Orchardist,['Michael Phillips'],"<br>For decades fruit growers have sprayed their trees with toxic chemicals in an attempt to control a range of insect and fungal pests. Yet it is possible to grow apples responsibly, by applying the intuitive knowledge of our great-grandparents with the fruits of modern scientific research and innovation.<br>Since <i>The Apple Grower</i> first appeared in 1998, orchardist Michael Phillips has continued his research with apples, which have been called organic's final frontier. In this new edition of his widely acclaimed work, Phillips delves even deeper into the mysteries of growing good fruit with minimal inputs. Some of the cuttingedge topics he explores include:<br><ul class=noindent><li>The use of kaolin clay as an effective strategy against curculio and borers, as well as its limitations</li><li class=null1><br></li><li>Creating a diverse, healthy orchard ecosystem through understory management of plants, nutrients, and beneficial microorganisms</li><li class=null1><br></li><li>How to make a small apple business viable by focusing on heritage and regional varieties, value-added products, and the community orchard model</li><li class=null1><br>The author's personal voice and clear-eyed advice have already made <i>The Apple Grower</i> a classic among small-scale growers and home orchardists. In fact, anyone serious about succeeding with apples needs to have this updated edition on their bookshelf.</li></ul>"
9781933392073,Food Not Lawns: How To Turn Your Yard Into a Garden and Your Neighborhood Into a Community,"['H. C. Flores', 'Jackie Holmstrom', 'Toby Hemenway']","<br>Gardening can be a political act. Creativity, fulfillment, connection, revolution--it all begins when we get our hands in the dirt. Food Not Lawns combines practical wisdom on ecological design and community-building with a fresh, green perspective on an age-old subject. Activist and urban gardener Heather Flores shares her nine-step permaculture design to help farmsteaders and city dwellers alike build fertile soil, promote biodiversity, and increase natural habitat in their own paradise gardens. But <i>Food Not Lawns</i> doesn't begin and end in the seed bed. This joyful permaculture lifestyle manual inspires readers to apply the principles of the paradise garden--simplicity, resourcefulness, creativity, mindfulness, and community--to all aspects of life. Plant guerilla gardens in barren intersections and medians; organize community meals; start a street theater troupe or host a local art swap; free your kitchen from refrigeration and enjoy truly fresh, nourishing foods from your own plot of land; work with children to create garden play spaces. Flores cares passionately about the damaged state of our environment and the ills of our throwaway society. In <i>Food Not Lawns</i>, she shows us how to reclaim the earth one garden at a time."
9781933392103,Sharing the Harvest: A Citizen's Guide to Community Supported Agriculture,"['Elizabeth Henderson', 'Robyn Van En', 'Joan Dye Gussow']","<br>To an increasing number of American families the CSA (community supported agriculture) is the answer to the globalization of our food supply. The premise is simple: create a partnership between local farmers and nearby consumers, who become members or subscribers in support of the farm. In exchange for paying in advance--at the beginning of the growing season, when the farm needs financing--CSA members receive the freshest, healthiest produce throughout the season and keep money, jobs, and farms in their own community.<br>In this thoroughly revised and expanded edition of a Chelsea Green classic, authors Henderson and Van En provide new insight into making CSA not only a viable economic model, but the right choice for food lovers and farmers alike. Thinking and buying local is quickly moving from a novel idea to a mainstream activity. The groundbreaking first edition helped spark a movement and, with this revised edition, <i>Sharing the Harvest</i> is poised to lead the way toward a revitalized agriculture."
9781931499965,Stringing Style,['Jamie Hogsett'],"<i>Beadwork</i> magazine's special issues were mined for this collection of more than 50 elegant and trendy designs from past years along with the debut of ten new projects, all from the <i>Beadwork</i> design team. The book begins with a technique tutorial—Stringing 101—that introduces the stringing tricks of the trade used to create these pieces; lessons extend to even more methods, such as crimping and adding jump rings and clasps, with some insider design tips. Photographs, illustrations, and instructions walk beaders of all levels through designs like the Water Nymph Bracelet, Superstar Lariat, and Purple Power Cuff. Reviewing the elements and focusing on design, this diverse workbook allows beaders to simply follow the instructions or go where the imagination leads.<br>"
9781931499828,Color In Spinning,['Deb Menz'],"<i>Color in Spinning</i> is a practical guide to color for handspinners. Deb Menz offers a technically savvy but thoroughly accessible tutorial on working with color and fiber. After introducing the reader to the basics of the color/fiber relationship, she moves on to in-depth discussions and demonstrations of immersion dyeing, painted rovings, blending colors and fibers with a drum carder, drum carding for multicolored yarns, multicolor combing techniques, and spinning and plying multicolored preparations. This book will appeal to both the novice and the expert. The informed text and extensive illustrations work together to inspire the color fiend within us all."
9781907773174,The Lighthouse,"['Moore, Alison , 1971-']","<i>The Lighthouse</i> begins on a North Sea ferry, on whose blustery outer deck stands Futh, a middle-aged, recently separated man heading to Germany for a restorative walking holiday.
<p>Spending his first night in Hellhaus at a small, family-run hotel, he finds the landlady hospitable but is troubled by an encounter with an inexplicably hostile barman.</p>
<p>In the morning, Futh puts the episode behind him and sets out on his week-long circular walk along the Rhine. As he travels, he contemplates his childhood; a complicated friendship with the son of a lonely neighbour; his parents' broken marriage and his own. But the story he keeps coming back to, the person and the event affecting all others, is his mother and her abandonment of him as a boy, which left him with a void to fill, a substitute to find.</p>
<p>He recalls his first trip to Germany with his newly single father. He is mindful of something he neglected to do there, an omission which threatens to have devastating repercussions for him this time around.</p>
<p>At the end of the week, Futh, sunburnt and blistered, comes to the end of his circular walk, returning to what he sees as the sanctuary of the Hellhaus hotel, unaware of the events which have been unfolding there in his absence.</p>


                        <p><b>Shortlisted for the 2012 Man Booker Prize</b>
</p>"
9781933027050,Vogue® Knitting Accessorize: Scarves*hats*ponchos*socks & Mittens,"['Malcolm', 'Trisha']","<i>Vogue® Knitting</i> presents the best of the best in accessories: 60 special projects from the archives of the most trusted source for knitters. From socks and hats to ponchos and shawls, there’s something sophisticated here to accommodate every occasion, season, and taste. Most of the items are relatively small and quick to complete, perfect for gift-giving, and made from the most updated, stylish yarns on the market. The designer-quality items include a pretty and delicate Trellis Lace scarf, just right on a cool summer night; a colorful Geometric Wrap; a Two-Piece Mosaic Stole; and an elegant Winter Shrug in angora. Each of the projects includes the level, sizing, knitted measurements, materials, and gauge and yields fantastic results.<br>"
9781934618158,Begin Smart™ What Does Baby Do?,['Begin Smart™ Books'],"<i>What Does Baby Do?</i> encourages small children to get physical by imitating the behavior of the baby on the page: “When Daddy leaves for work, baby waves bye-bye. When Grandma and Grandpa leave, baby throws a kiss.”"
9781932603804,The Illustrated Guide To Assistive Technology & Devices: Tools And Gadgets For Living Independently,['Suzanne Robitaille'],"<p class=""null1"">A Doody's Core Title 2012</p>
<p>This new illustrated guide to assistive technologies and devices chronicles the use of AT/AD - technology used by individuals with disabilities to perform functions that might otherwise be difficult or impossible.</p>
<p>This book empowers people to use assistive technologies to overcome some of their physical or mental limitations and have a more equal playing field. It includes real-life examples about how people with disabilities are using assistive technology (AT) to assist them in daily tasks, and discusses emotional issues related to AT/AD.</p>"
9781934030738,An Accidental Athlete: A Funny Thing Happened On The Way To Middle Age,['John The Penguin Bingham'],"<p class=""null1"">A funny thing happened on my way to middle age. I became an athlete. And not just any athlete, but a runner—all without taking a running step until I was 43 years old.</p>
<p>Known by fans as ""The Penguin"" for his back-of-the-pack speed, John Bingham is the unlikely hero of the modern running boom. In this warm, witty memoir, the best-selling author and columnist recalls his childhood dreams of athletic glory, sedentary years of unhealthy excess, and a life-changing transformation from couch potato to ""adult-onset athlete.""</p>
<p>Overweight, uninspired, and saddled with a pack-and-a-half-a-day smoking habit, Bingham found himself firmly wedged into a middle-age slump. Then two scary trips to the emergency room and a conversation with a happy piano tuner led him to discover running—and changed his life forever.</p>
<p>In turns inspiring, poignant, hilarious, and heartbreaking, <i>An Accidental Athlete</i> is the story of the unexpected joys of running—the pride of the finisher’s medal, a bureau-busting t-shirt collection, intense back-of-the-pack strategizing. And one man’s discovery that middle age was not the finish line after all, but only the beginning.</p>"
9781933648019,"H. P. Lovecraft's Book Of The Supernatural: 20 Classic Tales Of The Macabre, Chosen By The Master Of Horror Himself",['Howard Phillips Lovecraft'],"<p class=""null1"">”The reader would do well to remember that it is Lovecraft‘s shadow which overlies almost all of the important horror fiction.”—Stephen King</p>
<p>Written by arguably the most important horror writer of the twentieth century, H. P. Lovecraft’s 1927 essay “Supernatural Horror in Literature” traces the evolution of the genre from the early Gothic novels to the work of contemporary American and British authors. Throughout, Lovecraft acknowledges those authors and stories that he feels are the very finest the horror field has to offer: Washington Irving, Edgar Allan Poe, Henry James, Rudyard Kipling, Bram Stoker, Robert Louis Stevenson, Guy de Maupassant, Ambrose Bierce, and Arthur Conan Doyle, each prefaced by Lovecraft's own opinions and insights in their work. This chilling collection also contains Henry James’ wonderfully atmospheric short novel <b>The Turn of the Screw</b>.</p>
<p>For every fan of modern horror, here is an opportunity to rediscover the origins of the genre with some of most terrifying stories ever imagined.</p>"
